WIKI10_MIML after preprocessing - No of documents in which a particular label is present,,,
index,freq_count_for_label_in_test,freq_count_for_label_in_train,total_freq_count_for_label
14533,2,9,11
14965,4,7,11
15253,3,8,11
15311,2,9,11
15344,5,6,11
15356,3,8,11
15601,5,6,11
15645,2,9,11
15745,3,8,11
15779,6,5,11
15855,6,5,11
16074,5,6,11
16104,4,7,11
16210,1,10,11
16271,2,9,11
16453,3,8,11
16561,5,6,11
16580,3,8,11
16676,6,5,11
16689,3,8,11
16741,3,8,11
16852,2,9,11
16874,5,6,11
16928,3,8,11
17006,5,6,11
17035,1,10,11
17528,4,7,11
17582,2,9,11
17602,5,6,11
17627,3,8,11
17774,2,9,11
17866,8,3,11
17868,5,6,11
17990,4,7,11
18087,3,8,11
18149,2,9,11
18198,4,7,11
18498,6,5,11
18596,4,7,11
18687,5,6,11
18739,2,9,11
18789,4,7,11
18912,1,10,11
18926,3,8,11
19096,5,6,11
19251,3,8,11
19383,6,5,11
19593,4,7,11
19793,5,6,11
19823,6,5,11
19864,4,7,11
19987,4,7,11
20035,5,6,11
20037,3,8,11
20271,3,8,11
20285,7,4,11
20437,5,6,11
20790,6,5,11
21123,4,7,11
21190,1,10,11
21391,4,7,11
21456,5,6,11
21484,2,9,11
21592,3,8,11
21755,3,8,11
21811,3,8,11
21885,4,7,11
21919,5,6,11
22096,4,7,11
22215,4,7,11
22319,2,9,11
22365,4,7,11
22575,4,7,11
22632,2,9,11
22634,4,7,11
22720,4,7,11
22834,2,9,11
22876,3,8,11
23098,3,8,11
23122,3,8,11
23160,2,9,11
23162,8,3,11
23199,4,7,11
23205,3,8,11
23244,6,5,11
23302,2,9,11
23323,4,7,11
23353,2,9,11
23507,5,6,11
23557,4,7,11
23595,1,10,11
23628,6,5,11
23672,6,5,11
23673,2,9,11
23972,3,8,11
24005,2,9,11
24045,3,8,11
24053,3,8,11
24145,2,9,11
24182,4,7,11
24370,4,7,11
24462,3,8,11
24517,1,10,11
24607,1,10,11
24612,4,7,11
24619,3,8,11
24628,6,5,11
24632,2,9,11
24683,3,8,11
24812,4,7,11
24876,6,5,11
25108,6,5,11
25197,4,7,11
25292,5,6,11
25422,5,6,11
25825,3,8,11
25942,3,8,11
25970,4,7,11
26042,4,7,11
26274,1,10,11
26291,4,7,11
26431,3,8,11
26440,4,7,11
26538,1,10,11
26584,2,9,11
26790,3,8,11
26792,3,8,11
26896,5,6,11
26987,4,7,11
27069,6,5,11
27073,4,7,11
27082,2,9,11
27116,2,9,11
27147,3,8,11
27202,4,7,11
27272,2,9,11
27275,4,7,11
27286,1,10,11
27374,4,7,11
27737,2,9,11
27775,3,8,11
27783,3,8,11
27820,4,7,11
27826,3,8,11
27844,3,8,11
27948,5,6,11
28008,2,9,11
28144,5,6,11
28180,8,3,11
28309,4,7,11
28310,4,7,11
28312,3,8,11
28335,3,8,11
28393,3,8,11
28402,2,9,11
28419,5,6,11
28454,3,8,11
28459,2,9,11
28508,4,7,11
28526,1,10,11
28570,6,5,11
28632,3,8,11
28773,5,6,11
28863,5,6,11
28952,4,7,11
29148,3,8,11
29374,3,8,11
29725,3,8,11
29743,5,6,11
29823,5,6,11
29855,4,7,11
29967,4,7,11
30126,1,10,11
30221,1,10,11
30659,3,8,11
30667,4,7,11
30763,4,7,11
30929,2,9,11
6,2,8,10
92,2,8,10
444,3,7,10
654,2,8,10
800,4,6,10
937,3,7,10
939,3,7,10
1005,5,5,10
1180,3,7,10
1208,7,3,10
1240,3,7,10
1274,1,9,10
1278,4,6,10
1284,4,6,10
1594,2,8,10
1605,2,8,10
1680,2,8,10
1992,2,8,10
1997,2,8,10
1999,6,4,10
2047,5,5,10
2095,3,7,10
2170,2,8,10
2187,2,8,10
2191,2,8,10
2198,2,8,10
2291,5,5,10
2441,4,6,10
2540,4,6,10
2585,5,5,10
2594,3,7,10
2608,6,4,10
2618,2,8,10
2647,2,8,10
2732,3,7,10
3050,4,6,10
3096,3,7,10
3182,6,4,10
3204,2,8,10
3216,3,7,10
3240,4,6,10
3265,5,5,10
3366,4,6,10
3431,1,9,10
3432,4,6,10
3475,5,5,10
3505,2,8,10
3515,3,7,10
3594,2,8,10
3600,2,8,10
3603,1,9,10
3605,5,5,10
3833,4,6,10
3920,2,8,10
3924,2,8,10
4008,4,6,10
4052,3,7,10
4182,2,8,10
4222,2,8,10
4290,2,8,10
4397,2,8,10
4412,5,5,10
4423,2,8,10
4441,1,9,10
4467,3,7,10
4499,2,8,10
4515,5,5,10
4774,3,7,10
4798,3,7,10
4836,3,7,10
4846,3,7,10
5011,0,10,10
5031,3,7,10
5148,4,6,10
5154,3,7,10
5204,3,7,10
5333,4,6,10
5343,4,6,10
5400,4,6,10
5554,3,7,10
5585,5,5,10
5692,3,7,10
5844,3,7,10
6014,2,8,10
6045,2,8,10
6053,3,7,10
6060,2,8,10
6126,1,9,10
6186,4,6,10
6189,1,9,10
6383,4,6,10
6530,6,4,10
6545,5,5,10
6599,2,8,10
6622,6,4,10
6701,4,6,10
6708,2,8,10
6712,4,6,10
6714,2,8,10
6739,0,10,10
6752,3,7,10
6785,4,6,10
6909,4,6,10
6944,3,7,10
6962,1,9,10
7049,5,5,10
7163,1,9,10
7236,5,5,10
7318,3,7,10
7436,5,5,10
7483,2,8,10
7541,6,4,10
7572,2,8,10
7678,1,9,10
7686,5,5,10
7799,6,4,10
7865,2,8,10
7972,5,5,10
7974,5,5,10
8126,2,8,10
8247,1,9,10
8250,3,7,10
8343,6,4,10
8423,4,6,10
8550,1,9,10
8582,4,6,10
8629,2,8,10
8655,2,8,10
8716,5,5,10
8916,4,6,10
8933,2,8,10
8950,6,4,10
9088,2,8,10
9092,1,9,10
9195,5,5,10
9208,3,7,10
9299,6,4,10
9409,2,8,10
9450,5,5,10
9611,5,5,10
9647,1,9,10
9689,4,6,10
9728,3,7,10
9761,3,7,10
9783,4,6,10
9840,2,8,10
9856,3,7,10
9949,3,7,10
9951,4,6,10
10034,2,8,10
10113,3,7,10
10176,0,10,10
10232,6,4,10
10238,6,4,10
10338,3,7,10
10355,1,9,10
10360,5,5,10
10433,5,5,10
10482,2,8,10
10651,2,8,10
10763,4,6,10
10851,4,6,10
10916,2,8,10
11148,3,7,10
11177,3,7,10
11188,6,4,10
11228,2,8,10
11252,3,7,10
11253,2,8,10
11488,3,7,10
11694,1,9,10
11716,4,6,10
11729,2,8,10
11802,3,7,10
11941,4,6,10
11949,2,8,10
12005,2,8,10
12017,3,7,10
12023,4,6,10
12041,3,7,10
12108,5,5,10
12432,2,8,10
12453,4,6,10
12548,4,6,10
12570,4,6,10
12583,5,5,10
12795,5,5,10
12897,1,9,10
12899,1,9,10
12914,6,4,10
12980,4,6,10
13100,2,8,10
13153,4,6,10
13433,1,9,10
13443,3,7,10
13546,3,7,10
13565,2,8,10
13604,5,5,10
13618,2,8,10
13653,3,7,10
13663,2,8,10
13673,4,6,10
13706,3,7,10
13740,6,4,10
13846,3,7,10
13858,6,4,10
14035,1,9,10
14227,3,7,10
14320,1,9,10
14448,2,8,10
14521,3,7,10
14523,4,6,10
14622,5,5,10
14678,3,7,10
14689,4,6,10
14701,4,6,10
14912,2,8,10
14921,0,10,10
15075,1,9,10
15115,3,7,10
15158,3,7,10
15184,2,8,10
15191,5,5,10
15241,2,8,10
15383,2,8,10
15393,6,4,10
15462,3,7,10
15483,2,8,10
15532,2,8,10
15902,2,8,10
15915,3,7,10
15927,7,3,10
15988,4,6,10
16040,5,5,10
16078,4,6,10
16241,6,4,10
16246,5,5,10
16301,4,6,10
16305,3,7,10
16514,1,9,10
16519,3,7,10
16533,1,9,10
16612,6,4,10
16632,1,9,10
16683,3,7,10
16910,4,6,10
16973,3,7,10
16980,1,9,10
17040,3,7,10
17212,2,8,10
17231,2,8,10
17473,6,4,10
17573,5,5,10
17619,4,6,10
17760,3,7,10
17761,2,8,10
17883,4,6,10
17915,4,6,10
17936,3,7,10
18077,4,6,10
18299,5,5,10
18371,3,7,10
18755,2,8,10
18784,3,7,10
18854,2,8,10
18868,2,8,10
18877,2,8,10
18973,5,5,10
19043,5,5,10
19145,6,4,10
19212,1,9,10
19228,1,9,10
19377,3,7,10
19411,2,8,10
19419,1,9,10
19504,3,7,10
19524,3,7,10
19592,6,4,10
19602,5,5,10
19696,4,6,10
19735,4,6,10
19754,1,9,10
19758,5,5,10
19772,3,7,10
19774,2,8,10
19784,4,6,10
19843,3,7,10
20000,3,7,10
20051,1,9,10
20071,5,5,10
20079,2,8,10
20135,0,10,10
20230,2,8,10
20382,2,8,10
20422,5,5,10
20426,4,6,10
20519,3,7,10
20599,4,6,10
20627,3,7,10
20692,3,7,10
20707,2,8,10
20754,3,7,10
20756,5,5,10
20818,5,5,10
20928,1,9,10
20975,3,7,10
21014,5,5,10
21069,3,7,10
21102,3,7,10
21138,2,8,10
21366,3,7,10
21460,2,8,10
21536,2,8,10
21580,5,5,10
21636,2,8,10
21646,3,7,10
21708,3,7,10
21817,4,6,10
21832,3,7,10
21928,1,9,10
21930,1,9,10
22117,2,8,10
22133,1,9,10
22279,3,7,10
22283,6,4,10
22320,2,8,10
22378,0,10,10
22431,4,6,10
22453,3,7,10
22595,6,4,10
22619,4,6,10
22746,2,8,10
22765,4,6,10
22897,5,5,10
22902,3,7,10
22911,3,7,10
22931,4,6,10
23004,3,7,10
23034,5,5,10
23089,3,7,10
23103,4,6,10
23129,4,6,10
23216,5,5,10
23290,3,7,10
23338,6,4,10
23349,3,7,10
23445,3,7,10
23506,5,5,10
23611,3,7,10
23796,3,7,10
23871,2,8,10
23926,3,7,10
23927,5,5,10
24065,6,4,10
24314,2,8,10
24356,2,8,10
24393,2,8,10
24430,6,4,10
24466,4,6,10
24482,5,5,10
24598,5,5,10
24606,3,7,10
24640,6,4,10
24657,4,6,10
24704,5,5,10
24729,3,7,10
24756,4,6,10
24761,3,7,10
24787,4,6,10
24873,3,7,10
25042,2,8,10
25076,4,6,10
25112,3,7,10
25118,3,7,10
25123,3,7,10
25283,4,6,10
25423,3,7,10
25466,2,8,10
25546,2,8,10
25596,5,5,10
25680,5,5,10
25692,4,6,10
25715,5,5,10
25865,2,8,10
25940,3,7,10
26053,3,7,10
26058,5,5,10
26102,3,7,10
26309,6,4,10
26328,5,5,10
26345,3,7,10
26413,5,5,10
26452,3,7,10
26509,5,5,10
26588,4,6,10
26620,5,5,10
26640,3,7,10
26680,1,9,10
26698,4,6,10
26777,6,4,10
26852,4,6,10
26902,3,7,10
27085,4,6,10
27144,5,5,10
27337,5,5,10
27356,2,8,10
27390,4,6,10
27428,2,8,10
27613,2,8,10
27675,4,6,10
27706,4,6,10
27822,6,4,10
28077,5,5,10
28096,5,5,10
28213,2,8,10
28302,3,7,10
28544,4,6,10
28573,3,7,10
28583,2,8,10
28616,4,6,10
28781,3,7,10
28889,3,7,10
28941,4,6,10
28968,4,6,10
29045,6,4,10
29202,5,5,10
29230,5,5,10
29325,2,8,10
29381,1,9,10
29391,5,5,10
29557,6,4,10
29649,5,5,10
29689,4,6,10
29788,2,8,10
29789,4,6,10
29869,5,5,10
29896,5,5,10
30074,1,9,10
30102,3,7,10
30210,3,7,10
30233,1,9,10
30246,4,6,10
30299,7,3,10
30454,5,5,10
30484,2,8,10
30758,6,4,10
30919,2,8,10
137,3,6,9
333,4,5,9
357,2,7,9
448,2,7,9
498,4,5,9
515,1,8,9
552,2,7,9
557,4,5,9
569,3,6,9
707,3,6,9
859,1,8,9
947,2,7,9
969,3,6,9
1053,3,6,9
1125,4,5,9
1200,4,5,9
1250,4,5,9
1268,0,9,9
1294,1,8,9
1409,2,7,9
1447,2,7,9
1636,3,6,9
1768,4,5,9
1899,0,9,9
1995,4,5,9
2041,3,6,9
2190,3,6,9
2216,2,7,9
2294,3,6,9
2358,0,9,9
2528,2,7,9
2645,2,7,9
2735,4,5,9
2755,4,5,9
2756,4,5,9
2802,3,6,9
3014,2,7,9
3170,3,6,9
3186,2,7,9
3229,4,5,9
3423,1,8,9
3514,1,8,9
3554,2,7,9
3574,4,5,9
3650,2,7,9
3661,3,6,9
3665,4,5,9
3667,3,6,9
3673,1,8,9
3702,5,4,9
3788,1,8,9
3804,3,6,9
3954,3,6,9
3957,1,8,9
3962,3,6,9
4031,1,8,9
4070,4,5,9
4075,3,6,9
4107,3,6,9
4316,1,8,9
4453,3,6,9
4535,4,5,9
4553,2,7,9
4655,2,7,9
4728,2,7,9
4909,5,4,9
4993,2,7,9
5051,4,5,9
5078,4,5,9
5102,0,9,9
5112,1,8,9
5144,3,6,9
5183,4,5,9
5214,4,5,9
5355,3,6,9
5515,4,5,9
5575,2,7,9
5601,6,3,9
5753,2,7,9
5809,4,5,9
5848,4,5,9
5871,3,6,9
5985,2,7,9
6004,1,8,9
6214,4,5,9
6293,2,7,9
6336,2,7,9
6498,6,3,9
6499,4,5,9
6503,4,5,9
6551,4,5,9
6715,5,4,9
6849,6,3,9
6856,5,4,9
6969,5,4,9
6974,0,9,9
6984,1,8,9
6990,2,7,9
7043,4,5,9
7141,5,4,9
7171,3,6,9
7210,5,4,9
7224,4,5,9
7308,3,6,9
7407,4,5,9
7424,1,8,9
7434,5,4,9
7510,1,8,9
7539,4,5,9
7564,2,7,9
7569,3,6,9
7639,6,3,9
7642,3,6,9
7648,3,6,9
7677,1,8,9
7681,2,7,9
7716,4,5,9
7737,3,6,9
7784,2,7,9
7787,4,5,9
7829,4,5,9
7872,2,7,9
7936,2,7,9
7984,1,8,9
8019,2,7,9
8030,5,4,9
8059,1,8,9
8093,3,6,9
8096,1,8,9
8110,4,5,9
8175,3,6,9
8202,3,6,9
8293,2,7,9
8308,5,4,9
8492,3,6,9
8494,3,6,9
8592,3,6,9
8646,1,8,9
8648,2,7,9
8658,4,5,9
8667,2,7,9
8752,5,4,9
8769,4,5,9
8876,2,7,9
8882,2,7,9
8896,3,6,9
8942,4,5,9
8953,1,8,9
9098,4,5,9
9185,2,7,9
9262,3,6,9
9265,4,5,9
9331,2,7,9
9353,6,3,9
9386,1,8,9
9461,3,6,9
9510,2,7,9
9515,1,8,9
9548,2,7,9
9587,3,6,9
9617,2,7,9
9709,1,8,9
9744,2,7,9
9784,5,4,9
9864,3,6,9
9884,1,8,9
9939,1,8,9
10241,3,6,9
10378,4,5,9
10428,1,8,9
10539,2,7,9
10736,2,7,9
10927,2,7,9
11007,3,6,9
11019,3,6,9
11164,0,9,9
11183,2,7,9
11193,4,5,9
11208,1,8,9
11325,4,5,9
11396,2,7,9
11398,1,8,9
11411,1,8,9
11497,3,6,9
11498,2,7,9
11515,3,6,9
11521,4,5,9
11586,1,8,9
11608,2,7,9
11630,4,5,9
11740,3,6,9
11742,2,7,9
11758,4,5,9
11764,2,7,9
11840,3,6,9
11979,2,7,9
12057,4,5,9
12182,1,8,9
12196,2,7,9
12243,1,8,9
12350,3,6,9
12589,2,7,9
12602,5,4,9
12668,1,8,9
12687,3,6,9
12747,2,7,9
12817,4,5,9
12826,3,6,9
12840,2,7,9
12884,1,8,9
12983,3,6,9
13026,2,7,9
13033,3,6,9
13144,3,6,9
13223,0,9,9
13584,2,7,9
13599,3,6,9
13610,3,6,9
13630,4,5,9
13646,1,8,9
13665,3,6,9
13729,4,5,9
13849,1,8,9
13891,5,4,9
13892,3,6,9
13951,1,8,9
13985,4,5,9
14006,2,7,9
14039,2,7,9
14070,3,6,9
14105,5,4,9
14140,3,6,9
14226,3,6,9
14336,4,5,9
14391,2,7,9
14507,3,6,9
14705,3,6,9
14821,2,7,9
14892,4,5,9
15168,3,6,9
15192,2,7,9
15290,3,6,9
15367,2,7,9
15468,2,7,9
15469,4,5,9
15479,4,5,9
15486,2,7,9
15492,1,8,9
15542,2,7,9
15612,3,6,9
15663,4,5,9
15672,4,5,9
15679,3,6,9
15721,3,6,9
15801,4,5,9
15870,1,8,9
15891,3,6,9
15925,1,8,9
16002,1,8,9
16058,5,4,9
16135,4,5,9
16143,5,4,9
16159,2,7,9
16215,3,6,9
16220,1,8,9
16244,2,7,9
16270,3,6,9
16342,3,6,9
16382,2,7,9
16390,2,7,9
16509,4,5,9
16666,2,7,9
16727,5,4,9
16759,3,6,9
16793,3,6,9
16886,3,6,9
16887,1,8,9
16922,3,6,9
17110,4,5,9
17143,2,7,9
17153,3,6,9
17168,2,7,9
17203,4,5,9
17389,4,5,9
17484,3,6,9
17518,2,7,9
17562,1,8,9
17563,3,6,9
17694,2,7,9
17730,4,5,9
17770,2,7,9
17880,5,4,9
17918,4,5,9
17934,3,6,9
17994,4,5,9
18012,5,4,9
18085,4,5,9
18086,2,7,9
18088,2,7,9
18110,1,8,9
18118,3,6,9
18131,3,6,9
18141,3,6,9
18287,4,5,9
18403,2,7,9
18481,1,8,9
18600,5,4,9
18700,4,5,9
18807,1,8,9
18861,3,6,9
18876,3,6,9
18927,3,6,9
19039,7,2,9
19137,4,5,9
19149,5,4,9
19241,3,6,9
19301,3,6,9
19327,5,4,9
19443,2,7,9
19496,4,5,9
19552,3,6,9
19570,3,6,9
19715,4,5,9
19804,5,4,9
19806,6,3,9
19846,4,5,9
19942,5,4,9
20228,4,5,9
20272,2,7,9
20461,4,5,9
20496,1,8,9
20614,3,6,9
20776,4,5,9
20852,2,7,9
20866,5,4,9
20887,3,6,9
20922,4,5,9
20946,2,7,9
20977,4,5,9
20993,1,8,9
21010,2,7,9
21157,0,9,9
21211,5,4,9
21388,3,6,9
21408,5,4,9
21472,4,5,9
21505,6,3,9
21558,3,6,9
21626,4,5,9
21641,3,6,9
21657,3,6,9
21692,5,4,9
21756,2,7,9
21758,2,7,9
21781,4,5,9
21869,3,6,9
21904,2,7,9
21910,4,5,9
21943,4,5,9
21951,2,7,9
21977,2,7,9
22016,3,6,9
22161,4,5,9
22221,1,8,9
22243,3,6,9
22307,3,6,9
22373,6,3,9
22499,2,7,9
22504,2,7,9
22521,2,7,9
22591,4,5,9
22654,5,4,9
22721,2,7,9
22724,3,6,9
22730,5,4,9
22772,4,5,9
22779,4,5,9
22802,4,5,9
22835,3,6,9
22848,1,8,9
22875,2,7,9
22877,3,6,9
22891,6,3,9
22910,5,4,9
23040,0,9,9
23054,3,6,9
23088,3,6,9
23203,4,5,9
23234,3,6,9
23308,3,6,9
23379,3,6,9
23387,2,7,9
23620,2,7,9
23631,3,6,9
23729,6,3,9
23805,0,9,9
23855,2,7,9
23857,5,4,9
23877,1,8,9
24047,3,6,9
24103,2,7,9
24169,2,7,9
24196,3,6,9
24266,2,7,9
24288,2,7,9
24308,4,5,9
24326,4,5,9
24330,2,7,9
24377,1,8,9
24454,4,5,9
24522,1,8,9
24562,2,7,9
24652,2,7,9
24684,6,3,9
24725,3,6,9
24808,2,7,9
24894,5,4,9
24901,1,8,9
24906,0,9,9
24919,3,6,9
24945,2,7,9
24953,3,6,9
25004,2,7,9
25014,3,6,9
25155,4,5,9
25252,6,3,9
25315,3,6,9
25588,1,8,9
25623,4,5,9
25628,3,6,9
25647,5,4,9
25683,4,5,9
25696,4,5,9
25746,3,6,9
25778,2,7,9
25824,5,4,9
25826,3,6,9
26007,4,5,9
26059,2,7,9
26095,2,7,9
26171,3,6,9
26195,1,8,9
26236,2,7,9
26244,5,4,9
26281,4,5,9
26296,4,5,9
26372,1,8,9
26411,3,6,9
26473,4,5,9
26589,1,8,9
26678,4,5,9
26690,4,5,9
26702,2,7,9
26814,0,9,9
26866,3,6,9
26897,4,5,9
26923,2,7,9
26926,2,7,9
26948,5,4,9
26999,3,6,9
27012,2,7,9
27031,3,6,9
27100,4,5,9
27129,4,5,9
27137,4,5,9
27179,2,7,9
27247,2,7,9
27283,1,8,9
27335,4,5,9
27392,3,6,9
27401,2,7,9
27406,3,6,9
27553,2,7,9
28051,2,7,9
28067,2,7,9
28106,2,7,9
28123,4,5,9
28157,5,4,9
28211,5,4,9
28288,4,5,9
28326,2,7,9
28333,1,8,9
28410,2,7,9
28452,4,5,9
28456,5,4,9
28535,3,6,9
28539,5,4,9
28557,1,8,9
28559,1,8,9
28592,3,6,9
28625,4,5,9
28657,4,5,9
28780,3,6,9
28782,3,6,9
28795,3,6,9
28902,1,8,9
28959,4,5,9
29041,4,5,9
29095,4,5,9
29200,5,4,9
29205,4,5,9
29305,2,7,9
29320,4,5,9
29328,5,4,9
29409,1,8,9
29480,5,4,9
29585,3,6,9
29637,4,5,9
29808,2,7,9
29826,2,7,9
29853,2,7,9
29874,3,6,9
30089,3,6,9
30170,2,7,9
30315,3,6,9
30342,3,6,9
30402,3,6,9
30424,5,4,9
30605,2,7,9
30683,3,6,9
30746,2,7,9
30831,3,6,9
30846,1,8,9
30932,4,5,9
46,1,7,8
166,3,5,8
201,2,6,8
254,3,5,8
264,1,7,8
337,2,6,8
341,1,7,8
358,1,7,8
545,4,4,8
560,1,7,8
571,1,7,8
606,4,4,8
612,5,3,8
614,2,6,8
628,2,6,8
722,2,6,8
739,3,5,8
748,2,6,8
807,4,4,8
809,0,8,8
817,2,6,8
1156,2,6,8
1158,2,6,8
1185,3,5,8
1242,0,8,8
1344,2,6,8
1383,2,6,8
1397,5,3,8
1403,2,6,8
1428,2,6,8
1437,3,5,8
1503,3,5,8
1566,1,7,8
1918,1,7,8
1940,4,4,8
1978,2,6,8
1998,1,7,8
2010,3,5,8
2030,2,6,8
2091,2,6,8
2134,4,4,8
2267,1,7,8
2347,3,5,8
2446,2,6,8
2485,4,4,8
2508,4,4,8
2537,2,6,8
2607,3,5,8
2610,2,6,8
2753,3,5,8
2764,4,4,8
2798,4,4,8
2857,4,4,8
2915,4,4,8
2926,2,6,8
2948,3,5,8
3019,3,5,8
3038,5,3,8
3046,2,6,8
3077,4,4,8
3243,3,5,8
3287,2,6,8
3324,1,7,8
3340,3,5,8
3349,2,6,8
3353,2,6,8
3369,1,7,8
3391,3,5,8
3445,1,7,8
3454,2,6,8
3497,0,8,8
3532,4,4,8
3533,1,7,8
3579,3,5,8
3604,1,7,8
3684,1,7,8
3687,3,5,8
3717,3,5,8
3731,1,7,8
3737,2,6,8
3784,2,6,8
3810,2,6,8
3931,4,4,8
3987,3,5,8
4009,2,6,8
4039,3,5,8
4123,2,6,8
4154,5,3,8
4166,2,6,8
4171,2,6,8
4177,2,6,8
4255,1,7,8
4379,4,4,8
4394,3,5,8
4421,2,6,8
4456,4,4,8
4528,3,5,8
4591,2,6,8
4610,2,6,8
4700,3,5,8
4744,2,6,8
4812,4,4,8
4842,3,5,8
4854,3,5,8
4918,3,5,8
5091,4,4,8
5200,2,6,8
5223,2,6,8
5228,2,6,8
5235,2,6,8
5236,3,5,8
5241,2,6,8
5321,2,6,8
5344,3,5,8
5381,3,5,8
5402,2,6,8
5408,0,8,8
5437,3,5,8
5466,1,7,8
5499,3,5,8
5502,4,4,8
5532,2,6,8
5561,3,5,8
5604,4,4,8
5621,3,5,8
5674,3,5,8
5734,3,5,8
5763,3,5,8
5834,2,6,8
5852,2,6,8
5862,6,2,8
5893,1,7,8
5904,5,3,8
5993,5,3,8
6017,3,5,8
6151,3,5,8
6177,4,4,8
6184,4,4,8
6185,3,5,8
6341,3,5,8
6469,3,5,8
6541,4,4,8
6591,4,4,8
6674,3,5,8
6741,3,5,8
6763,2,6,8
6908,2,6,8
6979,1,7,8
6993,3,5,8
7021,2,6,8
7055,1,7,8
7315,1,7,8
7382,3,5,8
7416,2,6,8
7481,2,6,8
7526,5,3,8
7534,4,4,8
7588,2,6,8
7674,2,6,8
7687,3,5,8
7724,4,4,8
7743,5,3,8
7768,2,6,8
7780,1,7,8
7794,4,4,8
7816,1,7,8
7856,3,5,8
7858,2,6,8
7864,2,6,8
7887,3,5,8
8046,1,7,8
8057,1,7,8
8091,3,5,8
8144,3,5,8
8233,2,6,8
8275,4,4,8
8307,3,5,8
8333,4,4,8
8336,2,6,8
8402,1,7,8
8475,4,4,8
8485,3,5,8
8622,2,6,8
8644,2,6,8
8726,4,4,8
8778,2,6,8
8782,2,6,8
8817,3,5,8
8840,3,5,8
8853,4,4,8
8884,3,5,8
8886,1,7,8
8894,1,7,8
8909,2,6,8
8920,4,4,8
8963,2,6,8
8970,2,6,8
9077,3,5,8
9147,3,5,8
9152,4,4,8
9217,2,6,8
9219,2,6,8
9225,2,6,8
9245,2,6,8
9259,3,5,8
9263,4,4,8
9311,4,4,8
9329,3,5,8
9463,5,3,8
9522,1,7,8
9533,4,4,8
9576,1,7,8
9602,1,7,8
9604,2,6,8
9638,2,6,8
9712,3,5,8
9736,5,3,8
9762,3,5,8
9808,2,6,8
9908,3,5,8
9911,4,4,8
9932,4,4,8
9945,2,6,8
9972,4,4,8
9991,2,6,8
10059,3,5,8
10077,4,4,8
10127,5,3,8
10160,3,5,8
10292,2,6,8
10376,3,5,8
10386,4,4,8
10474,4,4,8
10633,3,5,8
10683,1,7,8
10706,3,5,8
10772,3,5,8
10819,1,7,8
10854,4,4,8
10856,3,5,8
10935,4,4,8
10942,0,8,8
10955,2,6,8
11017,3,5,8
11035,5,3,8
11163,3,5,8
11270,2,6,8
11286,0,8,8
11369,4,4,8
11394,2,6,8
11438,2,6,8
11454,2,6,8
11470,2,6,8
11532,2,6,8
11598,2,6,8
11606,1,7,8
11622,3,5,8
11711,5,3,8
11788,3,5,8
11898,2,6,8
11989,1,7,8
11992,5,3,8
12003,0,8,8
12020,3,5,8
12071,2,6,8
12093,1,7,8
12180,3,5,8
12199,4,4,8
12259,4,4,8
12316,3,5,8
12332,5,3,8
12397,2,6,8
12452,1,7,8
12480,3,5,8
12493,3,5,8
12543,3,5,8
12626,2,6,8
12673,5,3,8
12751,2,6,8
12761,3,5,8
12867,4,4,8
12883,2,6,8
12898,3,5,8
12992,2,6,8
13001,6,2,8
13050,4,4,8
13065,1,7,8
13074,1,7,8
13143,2,6,8
13154,3,5,8
13202,2,6,8
13339,4,4,8
13515,1,7,8
13531,5,3,8
13536,2,6,8
13633,2,6,8
13648,3,5,8
13734,1,7,8
13953,3,5,8
14050,3,5,8
14316,4,4,8
14364,4,4,8
14390,4,4,8
14445,1,7,8
14517,3,5,8
14585,0,8,8
14619,1,7,8
14677,2,6,8
14732,1,7,8
14773,3,5,8
14777,3,5,8
14784,4,4,8
14785,3,5,8
14818,2,6,8
14823,2,6,8
14914,3,5,8
14941,2,6,8
14959,3,5,8
14964,3,5,8
15079,3,5,8
15082,5,3,8
15182,5,3,8
15334,3,5,8
15343,2,6,8
15388,1,7,8
15391,4,4,8
15412,3,5,8
15480,2,6,8
15494,3,5,8
15611,2,6,8
15619,3,5,8
15695,4,4,8
15716,3,5,8
15719,3,5,8
15826,2,6,8
15843,3,5,8
15864,1,7,8
15865,2,6,8
15937,3,5,8
15981,2,6,8
16038,3,5,8
16041,1,7,8
16150,3,5,8
16157,1,7,8
16247,1,7,8
16304,2,6,8
16334,3,5,8
16347,1,7,8
16367,5,3,8
16387,3,5,8
16418,3,5,8
16601,3,5,8
16604,2,6,8
16607,3,5,8
16663,2,6,8
16745,3,5,8
16752,2,6,8
16817,2,6,8
16831,4,4,8
16860,3,5,8
16864,1,7,8
16914,3,5,8
16999,3,5,8
17038,4,4,8
17042,1,7,8
17046,1,7,8
17057,1,7,8
17061,1,7,8
17074,4,4,8
17084,3,5,8
17179,2,6,8
17208,1,7,8
17243,2,6,8
17275,3,5,8
17300,4,4,8
17320,4,4,8
17327,1,7,8
17478,0,8,8
17536,2,6,8
17567,3,5,8
17578,1,7,8
17592,5,3,8
17624,4,4,8
17636,3,5,8
17650,2,6,8
17678,2,6,8
17751,3,5,8
17809,2,6,8
17865,4,4,8
17869,2,6,8
17924,3,5,8
17969,3,5,8
17999,3,5,8
18018,2,6,8
18168,3,5,8
18324,3,5,8
18407,4,4,8
18435,2,6,8
18529,3,5,8
18543,3,5,8
18675,2,6,8
18694,2,6,8
18832,4,4,8
